DataHoraAbertura;NumProcesso;Cliente;Prioridade;Tecnico;DescricaoProb;ComoReproduzir;Classificacao;Departamento
26/07/2022 10:08;7281;960;2;TE;Precisava que atualizassem as tabelas de IRS     ;Precisava que atualizassem as tabelas de IRS ;2;Cluster C
14/04/2022 15:19;6180;1700;1;FS;Notificação PRIMAVERA Deployment Center    ;"Recebo a notificação repetidamente: ""Uma instalação integrada está em curso no servidor. Este posto apenas pode ser atualizado quando a mesma terminar"". Quando clico na notificação não abre nenhuma página. Existe algum problema com o programa?";1;Cluster B
24/03/2023 14:48;10558;2332;2;TE;SALARIOS NAO DE CONSEGUE TRANSFERIR PARA A CONTABILIDADE , NEM PARA O BANCO ,MES DE MARÇO    ;PROCESSO CRIADO EM DUPLICADO;2;Cluster C
30/06/2021 10:53;2598;1987;2;FS;Emitir 2ª via de factura    ;Apenas sai um documento de 2ª Via, não sai original e duplicado em 2ª Via?;1;Cluster B
26/10/2022 10:29;8184;2301;1;TE;Ficheiro em C2B    ;Bom Dia, Temos a empresa 250-Cergam que nos está a solicitar um ficheiro em formato C2B para enviar para o banco. Já coloquei os funcionários em trsf, tentei emitir em SEPA-XML mas diz que não foi criado um ficheiro. Obrigado Fátima Capito;1;Cluster B
13/10/2021 12:24;3672;2013;1;MR;Convers?o de documentos de compra, n?o est? a considerar as encomendas a fornecedor pendentes    ;Compras/Conersor de documentos de Compra/Encomendas.  N?o aparece encomenda pendente;2;Cluster C
28/03/2022 15:22;5954;1586;1;TE;Necessitávamos que personalizassem os campos de emissão de Fatura na empresa Wieland Austria para o utilizador Andreia Morim. Devem copiar essa personalização pelo utilizador Henrique Figueiredo. Foi o Paulo Magalhães a fazer essa 1º personalização.    ;Necessitávamos que personalizassem os campos de emissão de Fatura na empresa Wieland Austria para o utilizador Andreia Morim. Devem copiar essa personalização pelo utilizador Henrique Figueiredo. Foi o Paulo Magalhães a fazer essa 1º personalização.;2;Cluster C
19/09/2022 09:13;7781;1099;1;HR;outlook / office    ;Não consigo ter acesso ao email;1;Cluster B
12/01/2023 10:42;9299;107;1;TE;Recursos humanos    ;processamento salário;1;Cluster B
28/12/2022 10:59;8904;1558;1;FS;primavera faturação    ;primavera faturação;1;Cluster B
19/05/2022 10:51;6541;421;1;HR;Mp FR quero criar empresas para a DP IVA e está dar erro da imagem.    ;nos outros pc e com outros utilizadores dá a mesma mensagem.;2;Cluster C
04/03/2022 09:25;5649;1950;1;FS;"No módulo de tesouraria, nos novos documentos, é possível deixar de ter o campo ""Número"" pré-preenchido?    ";"No módulo de tesouraria, nos novos documentos, é possível deixar de ter o campo ""Número"" pré-preenchido?  Contactar Sara Borges (), por favor.";2;Cluster C
25/11/2021 14:51;4145;2332;2;FS;O saldo da Conta 2781110002 ADS no balancete não corresponde ao saldo do extrato desta conta    ;.;0;Cluster A
30/11/2023 10:37;13688;903;1;AF;No processamento de salários, há um funcionário que se demitiu e esta a calcular mal o vencimento (não tem haver com os direitos)    ;No processamento de salários, há um funcionário que se demitiu e esta a calcular mal o vencimento (não tem haver com os direitos);2;Cluster C
04/04/2023 15:04;10759;2092;1;TE;consigo emitir faturas eletrônicas?    ;PROCESSO CRIADO EM DUPLICADO;0;Cluster A
12/10/2023 14:30;13239;1950;1;TE;Configuração da conta de fornecedor no Accounting Automation    ;Temos uma empresa no Accounting Automation onde não conseguimos configurar a conta de fornecedor de forma correta, mesmo estando todas as configurações iguais às outras empresas. Ou seja, a conta predefinida que aparece é 221XXXX e não 22111XXXX;0;Cluster A
11/07/2022 16:15;7139;1728;1;TE;Boa tarde, preciso que me façam o cancelamento de uma dc5,cliente tax free    ;Deveria ter feito uma dv,por lapso fiz uma dc;2;Cluster C
15/09/2022 18:09;7772;1277;2;PM;Altera dados fatura    ;erro código cliente;1;Cluster B
17/05/2023 14:49;11391;1287;2;AF;"Tirar a opção ""Gestão de lotes"" no artigo MP1205 na  base de dados.    ";"Tirar a opção ""Gestão de lotes"" no artigo MP1205 na  base de dados.";2;Cluster C
07/03/2023 12:35;10266;933;1;FS;Abertura da empresa Pinho e Bastos, Lda.    ;Bom dia, Solicito por favor que abram a empresa Pinho e Bastos para que possa, a partir deste mês, processar 2 salários, creio que também seja necessário no Fiscal Reporting. As fichas dos colaboradores já estão criadas. Obrigada;2;Cluster C
02/06/2022 15:45;6747;2361;1;FS;mapa DRI MARÇO    ;o mapa sofreu alterações ( relativas aos funcionários 40092 e 40093 ) e eu não consigo perceber porquê;1;Cluster B
21/07/2023 09:35;12377;1423;2;DD;"Não conseguimos usar a funcionalidade de ""sincronização TimeSheet"".    ";"Não conseguimos usar a funcionalidade de ""sincronização TimeSheet"".";0;Cluster A
14/02/2022 12:00;5407;428;1;FS;Artigos inativos    ;Boa tarde,  preciso que os artigos deixem de estar inativos, para poder alterar a designação de alguns.  ;1;Cluster B
06/12/2022 14:49;8640;423;2;TE;Necessito de efectuar um processamento extraordinário mas só com retenção de IRS, mas não consigo    ;a retenção de IRS deverá ser calculada em função do rendimento auferido no mês;2;Cluster C
03/01/2024 15:56;14053;1588;3;TE;Emiti hoje faturas que são enviadas eletronicamente e ainda não recebi a confirmação dos envios. As faturas emitidas não constam na plataforma da YET. Têm de ser enviadas hoje aos clientes.    ;Emiti hoje faturas que são enviadas eletronicamente e ainda não recebi a confirmação dos envios. As faturas emitidas não constam na plataforma da YET. Têm de ser enviadas hoje aos clientes.;2;Cluster C
16/11/2023 12:16;13538;2411;1;TE;Problema com o PAA na integração de movimentos bancários, envio o erro em anexo. Empresa IPAD    ;Problema com o PAA na integração de movimentos bancários, envio o erro em anexo. Empresa IPAD;0;Cluster A
28/07/2022 18:49;7333;1657;1;TE;Boa tarde, solicitamos que seja criada, à semelhança dos anos anteriores uma nova serie para Encomenda de Clientes destinada aos vouchers da campanha escolar - ECL2 - serie 22MG (com os mesmos parâmetros, que foi criada, no ano passado - ECL2 - 21MG    ;Para alguma duvida contatar -  - Graça Leite;3;Cluster D
20/03/2023 17:48;10481;2377;1;PM;TIVE QUE ABRIR UM CLIENTE ONDE O PAIS NÃO EXISTE NO PRIMAVERA    ;PARA CONFIRMAR SE ESTA BEM ABERTO OU NÃO O PAIS É Cabo Verde;0;Cluster A
25/10/2021 09:26;3798;1533;2;PM;Fazer uma nota de credito parcial de uma fatura j? liquidada    ;Nota Credto;0;Cluster A
21/11/2023 09:44;13579;1950;1;FS;As posições na COPE (processada no Fiscal Reporting), não coincidem com o saldo do fornecedor que consta no primavera profissional. Conseguimos identificar o lançamento que está a causar o problema, mas não sabemos como resolver.    ;Por favor contactar: Sara Borges (914 625 745) As posições na COPE (processada no Fiscal Reporting), não coincidem com o saldo do fornecedor que consta no primavera profissional. ;2;Cluster C
08/05/2023 15:28;11241;50;3;AF;Após atualização o primavera não inicia.     ;Após atualização o primavera não inicia. ;0;Cluster A
13/02/2023 12:10;9907;2333;1;TE;Ajuda na serie de faturação  Ajuda na parametrização da APP em cliente     ;Ajuda na serie de faturação  Ajuda na parametrização da APP em cliente ;0;Cluster A
13/12/2023 15:44;13808;50;3;TE;Não consigo fazer no PAA o download das faturas que estão no e-fatura    ;Não consigo fazer no PAA o download das faturas que estão no e-fatura;0;Cluster A
25/01/2023 14:30;9524;1987;3;MR;Como parametrizar o envio automático das faturas por endereço de email    ;Como parametrizar o envio automático das faturas por endereço de email;0;Cluster A
04/04/2022 16:18;6041;423;2;FS;Ao entrar no fiscal dá erro, não consigo entrar com a nova palavra passe, e com a antiga diz que a versão não está correcta    ;n;0;Cluster A
12/05/2023 09:51;11305;2411;1;TE;Nao consigo criar empresa no PAA , sendo que a empresa já existe no Primavera Professional. Empresa - Skin Shine, SA  Sergio Monteiro    ;Nao consigo criar empresa no PAA , sendo que a empresa já existe no Primavera Professional. Empresa - Skin Shine, SA  Sergio Monteiro;2;Cluster C
13/07/2023 18:23;12285;2301;1;FS;BD 296 - Não permite apuramento no exercicio de 2022 pois 2021 está aberto    ;Empresa criada em 2022 mas quando se criou BD no PRIMAVERA foi criado o exercicio de 2021. Não permite fechar o 2021 pois não há apuramentos mas em 2021 a empresa não existia.;3;Cluster D
06/03/2022 16:12;5670;2333;1;TE;Necessito de ajuda para parametrizar os clientes no PAA, para usufruir do lançamento das compras .     ;Necessito de ajuda para parametrizar os clientes no PAA, para usufruir do lançamento das compras . ;2;Cluster C
10/01/2023 13:52;9243;2301;1;FS;"impossibilidade de alterar contabilidade analitica pois aparece erro associado a ""item de tesouraria""    ";"impossibilidade de alterar contabilidade analitica pois aparece erro associado a ""item de tesouraria""";0;Cluster A
26/10/2021 09:15;3809;2301;1;TE;Sem Primavera    ;Mais uma vez entro no Primavera mas fica bloqueado;1;Cluster B
13/01/2023 10:23;9334;2332;2;PM;o cliente -white lion com o numero de cliente  está associado ao cliente Sharmin Nahar com o código no marketing 01887.0049 . Todos os movimentos do White encontram se na conta do cliente Sharmin.    ;*;2;Cluster C
06/12/2022 09:58;8624;2292;2;TE;ERRO ENVIO DAFT FATURAÇÃO    ;ao submeter o ficheiro saft da faturação de Novembro tenho o seguinte erro:  ;1;Cluster B
01/02/2023 15:45;9690;903;1;TE;Marquei faltas em duplicado a um funcionário no mês anterior e agora não mês de janeiro o funcionário tem faltas que não são reais.    ;Marquei faltas em duplicado a um funcionário no mês anterior e agora não mês de janeiro o funcionário tem faltas que não são reais.;2;Cluster C
28/04/2022 11:05;6299;2301;1;TE;Mensagem de alerta/erro    ;Bom Dia, Cada vez que entro numa empresa aparece a mensagem que envio em anexo. Obrigada, Fátima Capito;1;Cluster B
07/11/2023 12:44;13442;1558;1;RF;microsoft teams    ;teams - instalar;1;Cluster B
21/09/2021 10:56;3420;1099;1;TE;PRIMAVERA V9    ;ACEDER EMPRESA;1;Cluster B
13/11/2023 14:45;13486;1385;1;AF;abertura pais Primavera    ;abertura pais Primavera;1;Cluster B
24/02/2022 12:19;5552;2354;2;FS;Processamento salarios.    ;Bom dia.  Solicito um técnico para ajuda no processamento de salários.  Obrigada.;1;Cluster B
31/01/2023 08:41;9637;2301;1;TE;Não se consegue imprimir os recibos de vencimento    ;"Bom Dia, Quando clico no ""agrupar pdf"" nos recibos de vencimento deveria aparecer os recibos para imprimir/guardar, mas não faz nada. Vejam por favor o que se passa. Obrigado Fátima Capito";0;Cluster A
17/01/2024 12:41;14294;2332;2;AF;As declarações do IRS/2023 para os funcionários, não coincidem com os valores de IRS que aparece nos salários . A declaração de Ana Antunes nenhum dos valores coincidem    ;*;3;Cluster D
29/11/2021 17:45;4174;903;1;FS;Boa tarde, preciso anular uma renovação de contrato (recursos humanos)    ;Recursos humanos;2;Cluster C
30/01/2023 15:12;9616;2411;2;FS;Necessito que me informem qual o procedimento para a redução das taxas de IRS a partir da 101º hora. Já fiz salários de uma empresa com horas extra que vai atingir a 101º hora e não sei como dar indicações ao ERP para as contabilizar. Amanhã vou...    ;processar outra também com h.extra e nas instruções que anexo refere que é necessário atualizar módulo e o artigo de apoio não abre.;2;Cluster C
29/03/2023 15:41;10663;2361;1;PM;na empresa SABD em 2022 é possível passar todos os movimentos da conta 253211 para a conta 2581 de uma só vez ? Só assim poderei efetuar o fecho do ano. Sónia     ;na empresa SABD em 2022 é possível passar todos os movimentos da conta 253211 para a conta 2581 de uma só vez ? Só assim poderei efetuar o fecho do ano. Sónia ;3;Cluster D
28/12/2023 14:57;13962;1382;1;PM;ABERTURA ANO 2024    ;ABERTURA ANO 2024;3;Cluster D
02/03/2023 12:09;10193;1099;1;TE;instalação impressora    ;necessito de ajudar para instalar impressora antiga;1;Cluster B
21/12/2021 09:58;4411;2301;1;FS;Erro na criação de entidades    ;Erro na criação de entidades;0;Cluster A
11/08/2023 12:40;12629;2361;1;AF;SAFT Contabilidade Tal2log 2023    ;Boa tarde, podem pf enviar o SAFT da contabilidade da empresa Tal2log do ano de 2023 para o mail da empresa - mailto: - Obrigado Sónia ;3;Cluster D
18/01/2023 16:01;9422;2361;1;FS;Mensagem de Erro na Faturação    ;Ao tentar criar uma fatura com IVA Autoliquidação (Código 02 no mapa), visto tratar-se de um serviço de Construção Civil, aparece a mensagem de erro que envio em anexo. Contactar Leandro  para qualquer questão sobre o problema.;0;Cluster A
14/12/2021 11:57;4332;7;1;TE;Bom dia,  Preciso de ajuda no processamento do Subsídio de Natal. Obrigada    ;.;2;Cluster C
10/05/2023 15:28;11281;960;1;AF;Fui informado que os documentos contabilísticos devem de mencionar o nº de alvará da empresa    ;Precisava que introduzissem essa informação nos documentos contabilísticos (faturas, notas de crédito, guias de remessa).;2;Cluster C
16/06/2023 13:55;11846;1900;2;PM;Boa tarde, gostaria de obter a vossa ajuda na parametrização do template onde evidencia as contas SNC da faturação e respetivo iva.    ;A conta 7211 corresponde á conta de IVA 13123231 e não 13113231, que corresponde á conta 7111.;2;Cluster C
22/12/2021 14:50;4443;1950;2;FS;Emissão Faturas com QR Code     ;Emissão Faturas com QR Code. Caso exista possibilidade de contacto até dia 23 de dezembro, contactar Sílvia Abreu .;1;Cluster B
31/05/2023 08:55;11614;903;1;AF;Bom dia, tenho uma retribuição (Isenção de horário), que se encontra na ficha do funcionário a muitos meses, este mês aparasse uma mensagem que diz que não posso utilizar essa retribuição . Agradeço a vossa disponibilidade.    ;Bom dia, tenho uma retribuição (Isenção de horário), que se encontra na ficha do funcionário a muitos meses, este mês aparasse uma mensagem que diz que não posso utilizar essa retribuição . Agradeço a vossa disponibilidade.;2;Cluster C
26/01/2022 10:20;5099;903;1;HR;O meu Outlook não funciona, preciso de ajuda. Por favor ligar para o telemóvel , encontro-me em casa. Obrigada    ;Outlook;2;Cluster C
18/02/2024 23:51;14775;2301;2;FS;BD 223 Alce Filmes - Erro Fiascal Reporting    ;Quando entro no Fiscal Reporting ara processar o IVA do 4º trimestre de 2023, a declaração surge preenchida com dados de 2021 da empresa Marques dos Reis e Calado Barrento SROC (BD 005).;3;Cluster D
14/06/2023 08:59;11805;960;2;TE;Licença YET para Primavera 10    ;Já tenho a licença da YET para o Primavera 10 mas não sei introduzi-la.;1;Cluster B
17/01/2023 10:47;9374;1022;1;TE;Atualização retenção na fonte IRS 1º SEMESTRE     ;Atualizar tabelas ret fonte 2023;2;Cluster C
20/09/2021 14:40;3412;2301;1;HR;Sem acesso ao primavera    ;"Consigo abrir o ""primavera"" mas n?o consigo aceder a nada no conteudo.";0;Cluster A
03/01/2022 16:21;4641;428;1;FS;Alteração de documentos    ;Aplicação de materiais, saídas e entradas de stock e guia de transporte;1;Cluster B
21/04/2022 10:34;6228;2361;1;FS;Bom dia, temos feita, na empresa MGS, a Fatura Proforma (FP) 220058 que dará origem a uma FAA. O Adiantamento feito pelo cliente foi de 560,00€ mas não consigo de nenhuma forma fazer com que o valor dê o correto, dando sempre um cêntimo de diferença.    ;Impossível inserir a linha com o Acerto de 1 cent. visto tratar-se de uma fatura de adiantamento. Mais informações, tratar com Leandro Postiga ;2;Cluster C
05/01/2023 15:32;9167;1586;1;SP;Erro de funcionamento do mapa de análise de margens para 2023. Necessária atualização.    ;Erro de funcionamento do mapa de análise de margens para 2023. Necessária atualização.;3;Cluster D
26/04/2023 10:46;11068;2332;2;TE;Na conta  (White lion 5ºA) estão a cair os documentos de Daniel Junio António - conta . os documentos da conta  (White Lion) estão a ser lançados na conta  ( Sharmina). Favor explicar o porque ?? e como corrigir    ;*;2;Cluster C
07/03/2022 17:23;5687;50;1;PM;Solicito ajuda para parametrizar no recibo de ordenado a atribuição da utilização de viatura da empresa (rendimento em espécie).     ;Solicito ajuda para parametrizar no recibo de ordenado a atribuição da utilização de viatura da empresa (rendimento em espécie). ;2;Cluster C
12/11/2021 11:12;4014;1588;1;AM;Gostaria de saber como adquirir na criação do serviço o campo natureza de serviço uma vez que só aparece o numero do código e a descrição do serviço e pretendo que seja preenchido e que apareça no time sheet a descrição a natureza ado serviço.    ;Campo Natureza do serviço na criação do projecto de cliente. Obrigada;2;Cluster C
06/05/2022 15:10;6388;2301;1;TE;Erro Relatorio Unico    ;Ao abrir o icone do RU aparece uma mensagem de que algo está a bloquear a abertura do programa. Podem verificar o que se passa por favor. Obrigada. Fátima Capito;1;Cluster B
11/09/2023 14:47;12930;2411;3;PM;Boa tarde, Necessitamos de ajuda configurar novo switch, neste momento o switch encontra-se ligado foram colocados os cabos nas mesmas portas do switch antigo, mas o switch não passa o sinal dos telefones.     ;Boa tarde, Necessitamos de ajuda configurar novo switch, neste momento o switch encontra-se ligado foram colocados os cabos nas mesmas portas do switch antigo, mas o switch não passa o sinal dos telefones. ;2;Cluster C
09/01/2024 10:17;14151;423;2;AF;Declarações de IRS emitidas para os funcionários com diferenças grandes em relação DMR enviada para as finanças    ;DIFERENÇAS ENTRE DECLARAÇÕES E DMR;2;Cluster C
12/05/2022 17:18;6470;2092;1;FS;anular NC 12    ;Por favor, queiram anular a NC 12 que não está a dar. Obrigado. ;1;Cluster B
15/11/2023 09:37;13518;1987;3;FS;A colega Amélia não consegue anular uma NC    ;Anular NC;0;Cluster A
18/01/2024 15:48;14311;2361;1;AF;Problema de Séries não comunicadas à AT na empresa SABD    ;Após tentativa de criação de documento RE na série 2024 na empresa SABD, continua a aparecer o mesmo problema.;0;Cluster A
02/12/2022 11:26;8583;1382;1;FS;normas documentos de faturação    ;normas documentos de faturação;1;Cluster B
31/01/2022 09:41;5162;107;1;FS;RH - Tabelas retenção não estão corretas, estão a fazer descontos indevidos    ;0;0;Cluster A
08/11/2022 11:17;8315;2332;1;FS;Favor de anular todos os recibos e processamentos já efetuados em Novembro de Salarios. Avisarem quando fizerem as correcções solicitadas. Obrigada    ;INTERVENÇÃO VAI SER FEITA NO Processo Nº PAT/000/PRI/8314 - 2332;2;Cluster C
13/06/2022 14:19;6846;1700;2;HR;Não abre o Primavera    ;"O computador onde está instalado o Primavera foi atualizado para o Office 2021 e agora ao tentar abrir o Programa dá um erro ""91"" Erro de abertura da Empresa. Seria possível solucionar o problema o mais breve possível?";0;Cluster A
27/12/2023 10:31;13932;960;1;FS;Abrir ano 2024    ;Abrir ano 2024;3;Cluster D
22/04/2022 12:47;6254;1728;1;AM;Gravar ficheiro áudio da central telefónica. OBG    ;Precisamos de retirar ficheiro audio da central telefónica. Envio em anexo manual da referida central caso ajude.;1;Cluster B
18/10/2022 10:39;8084;1382;1;FS;introdução de outro IBAN nos documentos de venda    ;introdução de outro IBAN nos documentos de venda;0;Cluster A
23/01/2024 10:03;14374;50;2;HR;As tabelas de retenção de IRS não ficaram atualizadas nas empresas todas.     ;As tabelas de retenção de IRS não ficaram atualizadas nas empresas todas. ;2;Cluster C
17/04/2023 09:35;10923;2301;1;HR;Alteração da designação na impressão fatura empresa 278 - Lobo Carmona    ;Bom Dia a empresa 278- Lobo, Carmona, tinha a designação Lobo, Vasques. A mesma foi alterada como tal pedimos que alterem o LayOut da impressão da fatura. Obrigado Fátima Capito;2;Cluster C
30/12/2021 11:21;4538;1700;1;FS;Mudança de ano no Programa    ;Solicita-se a mudança de ano no Programa Primavera a partir do dia 10.01.2022.;1;Cluster B
06/05/2022 18:35;6394;1022;2;PM; - Processamento de recibo vencimento fim de contrato por despedimento por parte do funcionário sem aviso prévio, cálculos errados - Dificuldade na gestão de contratos e no cálculo do vencimento de apenas 5 dias e indemnização de 15 dias por não aviso prévio.  - recibo de ordenado- fim de contrato por denuncia por parte do empregado. Cálculos errados: dias processados e indemnização a pagar à entidade patronal  - processamento de salário - fim de contrato - a 05/06/2021 - O processamento sai com uma indemnização errada e não considera as faltas- o vencimento do mês de maio sai completo.           ;;2;Cluster C
15/03/2022 11:20;5776;2361;1;FS;"Na empresa MGS - Fatura de Adiantamento (FAA 2022/220002) de Janeiro, feita com IVA liquidado (23%), embora tivesse que ser IVA Isento 14ªRITI. Qual a melhor forma de ""anular"" este documento ?    ";Visto ser uma fatura de adiantamento, creio que uma Nota de Crédito não consiga resolver o problema. Contactar Leandro Postiga .;3;Cluster D
07/03/2023 09:26;10250;423;2;FS;Deixei de ter no ambiente de trabalho o STARTER ERP já procurei e não encontro em lado nenhum    ;deixei de ter programa;2;Cluster C
04/02/2022 14:51;5244;1099;1;FS;APURAMENTO RESULTADOS - AUDITORIA SVAT    ;ESTOU A TER PROBLEMAS NO APURAMENTO DE RESULTADOS. POR EXEMPLO, A EMPRESA STORESACE APRESENTA ERRO EM CONTA QUE NÃO FOMOS NÓS QUE CRIAMOS, ESTÃO INCLUÍDAS NO PROGRAMA. POSSIVELMENTE VAI ACONTECER EM TODAS AS EMPRESAS. AGRADEÇO ANÁLISE.;1;Cluster B
26/01/2023 09:53;9537;2361;1;FS; Empresa Soc.Agricola Barros dias - fiscal reporting em 2022 está como iva mensal e é trimestral - podem pf verificar Sónia     ; Empresa Soc.Agricola Barros dias - fiscal reporting em 2022 está como iva mensal e é trimestral - podem pf verificar Sónia ;3;Cluster D
22/11/2022 08:40;8461;2361;1;TE;Continuo sem conseguir criar funcionários na OALDA    ;"Quando a nova emp. foi criada o único quadro que preenchi foi o quadro "" Propriedades""; não sei criar um banco ou uma conta banco...";0;Cluster A
22/12/2022 09:42;8843;4;1;TE;Abertura de nova série - Ano 2023 - para emissão dos documentos (faturas, notas encomenda .......)    ;Abertura de nova série - Ano 2023 - para emissão dos documentos (faturas, notas encomenda .......);3;Cluster D
07/02/2023 09:43;9802;933;1;SP;Tabelas IRS (25/01/2023)    ;Bom dia Solicito por favor que sejam importadas as novas tabelas de IRS que saíram a 25/01/2023, nas empresas Arcádia, Coffee Box e Temas Prediletos, para que possa calcular os retroativos ao mês passado. Cumprimentos;3;Cluster D
20/04/2023 12:57;11024;4;1;TE;A contabilista não consegue fazer fecho do ano.     ;A contabilista não consegue fazer fecho do ano. ;0;Cluster A
05/04/2023 13:54;10791;2333;1;TE;Não consigo tirar uma saft - vendas do sistema - Muito importante tenho que enviar até amanha     ;Não consigo tirar uma saft - vendas do sistema - Muito importante tenho que enviar até amanha ;0;Cluster A
31/10/2023 11:38;13386;2411;1;TE;parametrização matriz lançamento de faturas    ;parametrização matriz lançamento de faturas;1;Cluster B
14/06/2023 10:57;11812;2333;1;AF;novas tabelas de salários ajuda em alterar ano de exercicio  ajuda na análise svap    ;novas tabelas de salários ajuda em alterar ano de exercicio  ajuda na análise svap;2;Cluster C
18/01/2022 11:17;4932;2298;3;FS;Lançamento de amortizações na contabilidade    ;Alterei a taxa de alguns bens do imobilizado e o valor que agora esta a lançar na contabilidade e diferente do que aparece no balancete contabilístico.  preciso de fazer esta lançamento para fechar ano.;1;Cluster B
26/08/2022 11:18;7601;2332;1;TE;A fatura do cliente 01887.0048 Henrique Dias S Barros ao ser imprimida aparece com o nome de Bruno Araujo Cirilio. fat 2191 . Agradecia que resolvessem este problema,     ;*;2;Cluster C
04/07/2022 16:00;7052;2411;2;PM;contabilização de recibos    ;contabilização de recibos;1;Cluster B
29/07/2022 15:42;7346;7;1;TE;Boa tarde, Preciso de ajuda num processamento de salário. Obrigada    ;.;2;Cluster C
03/01/2023 11:51;9062;1588;1;FS;Criação de nova série de faturação para o ano 2023 e introdução do ATCUD.    ;Criação de nova série de faturação para o ano 2023 e introdução do ATCUD.;3;Cluster D
08/02/2024 17:56;14676;2361;1;PM;Numeração dos clientes e Plano de Contas na empresa MGS    ;A numeração dos clientes ultrapassou o 999, e parece que o programa não está apto para aceitar contas de cliente acima de 4 dígitos pois aparece o erro presente na imagem em anexo. Contactar  para apresentação de resolução do problema;2;Cluster C
29/08/2023 12:00;12781;2160;1;TE;Necessito de instalar o primavera e acesso ao servido numa maquina nova    ;Necessito de instalar o primavera e acesso ao servido numa maquina nova;2;Cluster C
05/04/2023 09:08;10767;2361;1;FS;não consigo produzir o RU da MGS dá o erro em anexo    ;.;0;Cluster A
11/12/2023 12:10;13770;2292;1;TE;Alterar data integração de compras para 30/11/2023    ;Alterar data integração de compras para 30/11/2023;3;Cluster D
25/01/2023 17:10;9531;933;1;TE;URGENTE PROCESSAMENTO SALARIAL - criação de uma rubrica de desconto    ;Foi pago um feriado a uma colaboradora erradamente e pretendo uma rubrica que além de desconto o valor tenha em atenção a devida tributação.;0;Cluster A
09/08/2021 11:58;3001;2301;3;TE;Integração de SAF-T da contabilidade de nova empresa a partir de Maio de 2021    ;Integração de SAF-T da contabilidade de nova empresa a partir de Maio de 2021;3;Cluster D
06/01/2023 11:10;9181;2045;1;TE; BASE DE DADOS ASORG2010 ||  Erro SAFT Asorg    ; Erro SAFT Asorg ;1;Cluster B
22/09/2022 08:47;7807;2198;3;PM;Sem acesso ao servidor, precisamos que o acesso fique disponivel, por favor.     ;Temos tido bastantes problemas com o acesso embaixo, podem verificar? Obrigada;2;Cluster C
04/10/2021 14:24;3561;2301;2;TE;O Primavera V10 abre mas não consigo trabalhar. Fica automaticamente bloqueado.    ;O Primavera V10 abre mas não consigo trabalhar. Fica automaticamente bloqueado. Ana Custódio;2;Cluster C
03/04/2023 11:11;10722;2160;1;FS;recibos    ;necessito de anular recibo a cliente;1;Cluster B
05/02/2022 17:24;5253;1657;1;PM;Pretendemos inativar o artigo  , quando tentamos fazer, dá mensagem de erro dizendo que existe stock, mas a artigo está com stock a zero    ;Se necessário contatar  - tlm - ;2;Cluster C
24/05/2023 09:41;11486;1385;2;PM;Programa documental DOIS    ;Programa Documental DOIS, com as atualizações do servidor não abre. ;1;Cluster B
21/03/2023 12:15;10490;2411;3;TE;Bom dia, Durante a manhã do dia de hoje o  acesso a pasta dados, deixou de funcionar, é necessário de voltar a colocar o user e a pass e permitir o acesso novamente.   Com os melhores cumprimentos, Leandro Gouveia    ;Bom dia, Durante a manhã do dia de hoje o  acesso a pasta dados, deixou de funcionar, é necessário de voltar a colocar o user e a pass e permitir o acesso novamente.   Com os melhores cumprimentos, Leandro Gouveia;2;Cluster C
10/08/2022 16:33;7492;1533;3;CR;Computador do laboratório não arranca. é muito urgente faz muita falta e a Pigrea fez na Sexta feira para ferias    ;o computador do laboratório no incio da manha trabalhou normalmente  a meio da manha a Marta quis trabalhar no computador  ele estava desligado a partir dai nunca mais arrancou diz que esta a fazer uma reparação automatica e dai não sai.;2;Cluster C
31/01/2022 00:53;5159;421;1;PM;Não consigo emitir os recibos na Serie 2022 - A0212FATU - Hiss    ;Erro recorrente em todas as empresas. como ultrapassar sem de uma vez por todas?;3;Cluster D
23/05/2022 14:34;6580;2411;2;HR;preciso que o sr. Hernani instale o primavera no novo computador    ;temos um contabilista novo e um computador que precisa de instalar os programas necessarios para trabalhar;2;Cluster C
09/06/2023 15:59;11766;1385;2;FS;artigo primavera - falar com o Sr. Paulo     ;erro no stock;2;Cluster C
02/01/2023 09:56;8976;1586;2;FS;"Ao tentar imprimir uma fatura, aparece o seguinte erro: Erro ao gravar documento de venda. A série ""FA.2022"" não se encontra comunicada à AT.    ";Precisávamos de imprimir esta fatura para que possa seguir por correio. ;3;Cluster D
15/03/2023 12:25;10389;1728;1;TE;As faturas estão a sair em A4 e não na impressora Epson.    ;As faturas estão a sair em A4 e não na impressora Epson.;0;Cluster A
26/01/2023 10:29;9545;295;3;TE;ATUALIZAÇÃO TABELAS IRS 2023    ;Esta semana solicitei atualizaçao tabelas irs 2023. Contudo e por força das novas tabelas que saíram ontem , agradeço nova atualização a fim de poder processar salários. Agradeço feedback de quando estiverem atualizadas. ;3;Cluster D
11/02/2022 10:36;5384;2333;1;FS;Necessito de ajuda para realizar no AP o descarregamento do saft - T numa empresa nova , criar temples     ;Necessito de ajuda para realizar no AP o descarregamento do saft - T numa empresa nova , criar temples ;2;Cluster C
01/03/2023 12:42;10175;2332;2;TE;A conta 278 está errada no Balanço , está a subtrair o valor da conta 272112, ver no excell a composição a debito que anexo    ;PROCESSO CRIADO EM DUPLICADO;0;Cluster A
